country,period,adpe,ap,ctue,ctuh-c,ctuh-nc,gwp,ir,pm,wu
ST,2023-04,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2023-05,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2023-06,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2023-07,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2023-08,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2023-09,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2023-10,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2023-11,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2023-12,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2024-01,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
SV,2019-01,3.2862e-7,0.000618725,0.01033,3.588e-10,4.4355e-9,0.02358,0.00109525,0.0000212252,0.0210345
SV,2019-02,3.90273e-7,0.000493091,0.010873,3.62207e-10,3.77299e-9,0.0197052,0.00109819,0.0000166152,0.0171075
SV,2019-03,4.07212e-7,0.000546354,0.0117323,3.88768e-10,4.14168e-9,0.0217233,0.00117805,0.0000184575,0.0188882
SV,2019-04,3.69267e-7,0.000398881,0.0117739,3.47098e-10,3.2244e-9,0.0169572,0.00103304,0.0000132107,0.013986
SV,2019-05,3.33161e-7,0.00024656,0.0130718,3.20036e-10,2.32899e-9,0.0124601,0.000920839,0.00000771776,0.00893312
SV,2019-06,3.15625e-7,0.0000892804,0.0116996,2.66801e-10,1.31987e-9,0.00690033,0.000755465,0.00000217378,0.00376286
